TEAM         , NAME                      , NATIONALITY  , ROLE      , POSITION, AGE, SHOOTING, PASSING, DRIBBLING, PACE, DEFENDING, PHYSICAL, GOALKEEPING
UNITED STATES, TIM REAM                  , American     , Defender  , CB      ,  39,       36,      74,        64,   58,        82,       76,           7
UNITED STATES, ANTONEE ROBINSON          , American     , Defender  , LB      ,  29,       68,      76,        78,   92,        76,       74,           7
UNITED STATES, TYLER ADAMS               , American     , Midfielder, CDM     ,  27,       70,      78,        76,   82,        86,       84,           5
UNITED STATES, WESTON MCKENNIE           , American     , Midfielder, CM      ,  28,       78,      80,        78,   76,        78,       84,           5
UNITED STATES, GIO REYNA                 , American     , Midfielder, CAM     ,  24,       82,      84,        88,   78,        58,       64,           5
UNITED STATES, CHRISTIAN PULISIC         , American     , Attacker  , LW      ,  28,       86,      82,        88,   90,        42,       68,           5
UNITED STATES, FOLARIN BALOGUN           , American     , Attacker  , ST      ,  25,       84,      72,        80,   86,        40,       74,           5
UNITED STATES, TIMOTHY WEAH              , American     , Attacker  , RW      ,  26,       80,      76,        82,   92,        42,       70,           5
MEXICO       , GUILLERMO OCHOA           , Mexican      , Goalkeeper, GK      ,  41,       10,      56,        40,   38,        28,       72,          86
MEXICO       , JULIAN ARAUJO             , Mexican      , Defender  , RB      ,  25,       68,      74,        76,   84,        74,       72,           7
MEXICO       , CESAR MONTES              , Mexican      , Defender  , CB      ,  29,       38,      70,        62,   64,        86,       84,           7
MEXICO       , JOHAN VASQUEZ             , Mexican      , Defender  , CB      ,  27,       40,      72,        66,   70,        84,       82,           7
MEXICO       , JESUS GALLARDO            , Mexican      , Defender  , LB      ,  31,       66,      76,        76,   80,        74,       72,           7
MEXICO       , EDSON ALVAREZ             , Mexican      , Midfielder, CDM     ,  29,       72,      80,        76,   72,        88,       86,           5
MEXICO       , LUIS CHAVEZ               , Mexican      , Midfielder, CM      ,  30,       78,      84,        80,   74,        74,       74,           5
MEXICO       , ORBELIN PINEDA            , Mexican      , Midfielder, CAM     ,  30,       80,      82,        84,   80,        64,       68,           5
MEXICO       , HIRVING LOZANO            , Mexican      , Attacker  , LW      ,  31,       84,      78,        84,   92,        38,       66,           5
MEXICO       , SANTIAGO GIMENEZ          , Mexican      , Attacker  , ST      ,  25,       86,      72,        80,   82,        42,       80,           5
MEXICO       , ULESSES ANTUNA            , Mexican      , Attacker  , RW      ,  28,       78,      74,        80,   90,        36,       64,           5
CANADA       , MAXIME CREPEAU            , Canadian     , Goalkeeper, GK      ,  32,       10,      54,        40,   42,        30,       72,          84
CANADA       , ALISTAIR JOHNSTON         , Canadian     , Defender  , RB      ,  28,       66,      74,        74,   84,        80,       78,           7
CANADA       , MOISE BOMBISO             , Canadian     , Defender  , CB      ,  25,       38,      68,        62,   72,        82,       82,           7
CANADA       , DEREK CORNELIUS           , Canadian     , Defender  , CB      ,  28,       38,      70,        64,   70,        84,       84,           7
CANADA       , ALPHONSO DAVIES           , Canadian     , Defender  , LB      ,  26,       80,      82,        86,   98,        76,       74,           7
CANADA       , STEPHEN EUSTAQUIO         , Canadian     , Midfielder, CDM     ,  30,       72,      82,        78,   72,        82,       80,           5
CANADA       , ISMAEL KONE               , Canadian     , Midfielder, CM      ,  24,       74,      80,        82,   82,        74,       74,           5
CANADA       , JONATHAN OSORIO           , Canadian     , Midfielder, CAM     ,  34,       76,      82,        82,   74,        68,       68,           5
CANADA       , JONATHAN DAVID            , Canadian     , Attacker  , ST      ,  26,       88,      76,        84,   84,        42,       74,           5
CANADA       , CYLE LARIN                , Canadian     , Attacker  , LW      ,  31,       82,      72,        76,   78,        40,       80,           5
CANADA       , TAJON BUCHANAN            , Canadian     , Attacker  , RW      ,  27,       80,      76,        84,   92,        40,       70,           5
COSTA RICA   , PATRICK SEQUEIRA          , Costa Rican  , Goalkeeper, GK      ,  27,       10,      52,        38,   40,        28,       74,          84
COSTA RICA   , CARLOS MARTINEZ           , Costa Rican  , Defender  , RB      ,  27,       62,      72,        72,   82,        74,       72,           7
COSTA RICA   , FRANCISCO CALVO           , Costa Rican  , Defender  , CB      ,  33,       38,      70,        64,   64,        84,       82,           7
COSTA RICA   , JUAN PABLO VARGAS         , Costa Rican  , Defender  , CB      ,  31,       38,      68,        62,   66,        82,       82,           7
COSTA RICA   , JOSEPH MORA               , Costa Rican  , Defender  , LB      ,  33,       60,      72,        70,   78,        74,       72,           7
COSTA RICA   , ORLANDO GALO              , Costa Rican  , Midfielder, CDM     ,  26,       68,      76,        74,   72,        82,       82,           5
COSTA RICA   , BRANDON AGUILERA          , Costa Rican  , Midfielder, CM      ,  22,       74,      80,        82,   78,        68,       70,           5
COSTA RICA   , CARLOS MORA               , Costa Rican  , Midfielder, CAM     ,  24,       76,      78,        80,   80,        64,       68,           5
COSTA RICA   , JOEL CAMPBELL             , Costa Rican  , Attacker  , RW      ,  34,       80,      78,        82,   82,        42,       70,           5
COSTA RICA   , MANFRED UGALDE            , Costa Rican  , Attacker  , ST      ,  24,       82,      72,        80,   84,        40,       72,           5
COSTA RICA   , WARREN MADRIGAL           , Costa Rican  , Attacker  , LW      ,  21,       78,      74,        78,   82,        38,       68,           5
PANAMA       , ORLANDO MOSQUERA          , Panamanian   , Goalkeeper, GK      ,  31,       10,      50,        38,   40,        28,       72,          82
PANAMA       , MICHAEL MURILLO           , Panamanian   , Defender  , RB      ,  30,       68,      74,        76,   84,        78,       76,           7
PANAMA       , FIDEL ESCOBAR             , Panamanian   , Defender  , CB      ,  31,       36,      68,        60,   64,        84,       84,           7
PANAMA       , ANDRES ANDRADE            , Panamanian   , Defender  , CB      ,  27,       38,      70,        64,   72,        84,       82,           7
PANAMA       , ERIC DAVIS                , Panamanian   , Defender  , LB      ,  35,       64,      76,        74,   76,        74,       72,           7
PANAMA       , ADALBERTO CARRASQUILLA    , Panamanian   , Midfielder, CM      ,  28,       76,      84,        84,   80,        72,       72,           5
PANAMA       , ANIBAL GODOY              , Panamanian   , Midfielder, CDM     ,  36,       68,      78,        74,   68,        80,       78,           5
PANAMA       , CRISTIAN MARTINEZ         , Panamanian   , Midfielder, CAM     ,  29,       74,      78,        80,   78,        68,       70,           5
PANAMA       , EDGAR BARCENAS            , Panamanian   , Attacker  , LW      ,  32,       78,      76,        80,   82,        38,       68,           5
PANAMA       , JOSE FAJARDO              , Panamanian   , Attacker  , ST      ,  32,       80,      70,        76,   80,        40,       74,           5
PANAMA       , ISMAEL DIAZ               , Panamanian   , Attacker  , RW      ,  29,       80,      74,        82,   86,        38,       68,           5
JAPAN        , ZION SUZUKI               , Japanese     , Goalkeeper, GK      ,  24,       10,      58,        44,   46,        30,       74,          86
JAPAN        , HIROKI ITO                , Japanese     , Defender  , CB      ,  27,       42,      74,        70,   72,        86,       84,           7
JAPAN        , TAKEHIRO TOMIYASU         , Japanese     , Defender  , CB      ,  27,       48,      76,        72,   78,        88,       86,           7
JAPAN        , YUKINARI SUGAWARA         , Japanese     , Defender  , RB      ,  25,       68,      78,        80,   84,        76,       72,           7
JAPAN        , KAORU MITOMA              , Japanese     , Defender  , LB      ,  29,       80,      82,        90,   94,        62,       68,           7
JAPAN        , WATARU ENDO               , Japanese     , Midfielder, CDM     ,  33,       72,      80,        76,   72,        88,       86,           5
JAPAN        , HIDEMASA MORITA           , Japanese     , Midfielder, CM      ,  31,       74,      82,        80,   74,        78,       76,           5
JAPAN        , DAICHI KAMADA             , Japanese     , Midfielder, CAM     ,  30,       80,      86,        86,   78,        66,       68,           5
JAPAN        , TAKEFUSA KUBO             , Japanese     , Attacker  , RW      ,  25,       86,      84,        90,   86,        42,       66,           5
JAPAN        , AYASE UEDA                , Japanese     , Attacker  , ST      ,  28,       84,      72,        78,   80,        40,       76,           5
JAPAN        , JUNYA ITO                 , Japanese     , Attacker  , LW      ,  33,       82,      78,        84,   92,        38,       68,           5
SOUTH KOREA  , KIM SEUNG-GYU             , South Korean , Goalkeeper, GK      ,  36,       10,      56,        40,   42,        30,       72,          84
SOUTH KOREA  , KIM MIN-JAE               , South Korean , Defender  , CB      ,  30,       42,      74,        68,   78,        92,       88,           7
SOUTH KOREA  , JUNG SEUNG-HYUN           , South Korean , Defender  , CB      ,  32,       38,      70,        64,   68,        86,       84,           7
SOUTH KOREA  , KIM JIN-SU                , South Korean , Defender  , LB      ,  34,       66,      76,        76,   78,        76,       72,           7
SOUTH KOREA  , SEOL YOUNG-WOO            , South Korean , Defender  , RB      ,  28,       64,      74,        74,   82,        76,       74,           7
SOUTH KOREA  , HWANG IN-BEOM             , South Korean , Midfielder, CM      ,  30,       76,      84,        82,   76,        74,       72,           5
SOUTH KOREA  , PARK YONG-WOO             , South Korean , Midfielder, CDM     ,  32,       68,      78,        74,   70,        82,       80,           5
SOUTH KOREA  , LEE KANG-IN               , South Korean , Midfielder, CAM     ,  25,       84,      88,        90,   82,        58,       64,           5
SOUTH KOREA  , SON HEUNG-MIN             , South Korean , Attacker  , LW      ,  34,       90,      84,        88,   92,        42,       70,           5
SOUTH KOREA  , CHO GUE-SUNG              , South Korean , Attacker  , ST      ,  28,       82,      70,        76,   78,        42,       82,           5
SOUTH KOREA  , HWANG HEE-CHAN            , South Korean , Attacker  , RW      ,  30,       84,      76,        82,   90,        40,       74,           5
IRAN         , ALIREZA BEIRANVAND        , Iranian      , Goalkeeper, GK      ,  34,       10,      52,        38,   40,        28,       76,          86
IRAN         , SALAH HARDANI             , Iranian      , Defender  , RB      ,  28,       62,      72,        72,   80,        76,       74,           7
IRAN         , HOSSEIN KANANI            , Iranian      , Defender  , CB      ,  32,       38,      68,        62,   64,        86,       84,           7
IRAN         , SHOJA KHALILZADEH         , Iranian      , Defender  , CB      ,  37,       36,      68,        60,   60,        84,       84,           7
IRAN         , MILAD MOHAMMADI           , Iranian      , Defender  , LB      ,  32,       64,      74,        74,   84,        74,       72,           7
IRAN         , SAEID EZATOLAHI           , Iranian      , Midfielder, CDM     ,  29,       70,      78,        74,   70,        84,       82,           5
IRAN         , SAMAN GHODDOS             , Iranian      , Midfielder, CAM     ,  32,       78,      82,        82,   74,        64,       68,           5
IRAN         , ALI GHOLIZADEH            , Iranian      , Midfielder, CM      ,  30,       76,      80,        84,   82,        62,       66,           5
IRAN         , MEHDI TAREMI              , Iranian      , Attacker  , ST      ,  34,       88,      78,        82,   78,        42,       80,           5
IRAN         , SARDAR AZMOUN             , Iranian      , Attacker  , ST      ,  32,       84,      72,        78,   76,        40,       82,           5
IRAN         , ALIREZA JAHANBAKHSH       , Iranian      , Attacker  , RW      ,  33,       80,      78,        82,   80,        38,       68,           5
SAUDI ARABIA , MOHAMMED AL OWAIS         , Saudi        , Goalkeeper, GK      ,  35,       10,      50,        38,   40,        28,       72,          84
SAUDI ARABIA , SAUD ABDULHAMID           , Saudi        , Defender  , RB      ,  27,       68,      74,        76,   90,        76,       74,           7
SAUDI ARABIA , ALI AL BULAYHI            , Saudi        , Defender  , CB      ,  37,       36,      68,        60,   62,        84,       84,           7
SAUDI ARABIA , HASSAN KADESH             , Saudi        , Defender  , CB      ,  33,       38,      70,        62,   66,        84,       82,           7
SAUDI ARABIA , YASSER AL SHAHRANI        , Saudi        , Defender  , LB      ,  34,       64,      74,        74,   82,        74,       72,           7
SAUDI ARABIA , MOHAMMED KANNO            , Saudi        , Midfielder, CDM     ,  31,       72,      78,        74,   70,        84,       84,           5
SAUDI ARABIA , SALEM AL DAWSARI          , Saudi        , Midfielder, CAM     ,  35,       84,      82,        86,   84,        60,       66,           5
SAUDI ARABIA , MUSAB AL JUWAYR           , Saudi        , Midfielder, CM      ,  23,       76,      80,        80,   78,        68,       70,           5
SAUDI ARABIA , FIRAS AL BIRAIKAN         , Saudi        , Attacker  , ST      ,  25,       82,      72,        76,   78,        40,       80,           5
SAUDI ARABIA , ABDULRAHMAN GHAREEB       , Saudi        , Attacker  , LW      ,  28,       80,      76,        84,   88,        36,       64,           5
SAUDI ARABIA , AIMAN YAHYA               , Saudi        , Attacker  , RW      ,  24,       78,      74,        82,   86,        36,       66,           5
QATAR        , MESHAAL BARSHAM           , Qatari       , Goalkeeper, GK      ,  28,       10,      52,        38,   40,        28,       74,          84
QATAR        , PEDRO MIGUEL              , Qatari       , Defender  , RB      ,  35,       64,      72,        72,   78,        76,       74,           7
QATAR        , BOUALEM KHOUKHI           , Qatari       , Defender  , CB      ,  35,       42,      72,        66,   68,        84,       82,           7
QATAR        , TAREK SALMAN              , Qatari       , Defender  , CB      ,  28,       38,      68,        62,   66,        82,       80,           7
QATAR        , HOMAM AHMED               , Qatari       , Defender  , LB      ,  27,       62,      74,        74,   80,        74,       72,           7
QATAR        , ASSIM MADIBO              , Qatari       , Midfielder, CDM     ,  29,       70,      78,        74,   72,        82,       82,           5
QATAR        , AHMED FATHI               , Qatari       , Midfielder, CM      ,  32,       74,      78,        78,   74,        72,       74,           5
QATAR        , AKRAM AFIF                , Qatari       , Midfielder, CAM     ,  30,       86,      84,        88,   86,        58,       66,           5
QATAR        , ALMOEZ ALI                , Qatari       , Attacker  , ST      ,  30,       84,      74,        80,   82,        40,       76,           5
QATAR        , AHMED ALAELDIN            , Qatari       , Attacker  , LW      ,  32,       78,      76,        80,   84,        36,       66,           5
QATAR        , HASSAN AL HAYDOS          , Qatari       , Attacker  , RW      ,  36,       80,      80,        82,   76,        38,       64,           5
AUSTRALIA    , MATHEW RYAN               , Australian   , Goalkeeper, GK      ,  34,       10,      56,        42,   40,        30,       74,          84
AUSTRALIA    , NATHANIEL ATKINSON        , Australian   , Defender  , RB      ,  27,       64,      72,        74,   82,        74,       72,           7
AUSTRALIA    , HARRY SOUTTAR             , Australian   , Defender  , CB      ,  27,       40,      70,        62,   58,        88,       90,           7
AUSTRALIA    , KYE ROWLES                , Australian   , Defender  , CB      ,  28,       38,      68,        62,   66,        84,       84,           7
AUSTRALIA    , AZIZ BEHICH               , Australian   , Defender  , LB      ,  35,       62,      74,        74,   78,        74,       72,           7
AUSTRALIA    , JACKSON IRVINE            , Australian   , Midfielder, CM      ,  33,       76,      80,        78,   72,        78,       82,           5
AUSTRALIA    , AIDEN O'NEILL             , Australian   , Midfielder, CDM     ,  27,       70,      76,        72,   70,        84,       82,           5
AUSTRALIA    , CONNOR METCALFE           , Australian   , Midfielder, CAM     ,  27,       74,      80,        80,   78,        70,       72,           5
AUSTRALIA    , MARTIN BOYLE              , Australian   , Attacker  , RW      ,  33,       82,      76,        82,   88,        38,       68,           5
AUSTRALIA    , KUSINI YENGI              , Australian   , Attacker  , ST      ,  27,       80,      70,        74,   82,        38,       80,           5
AUSTRALIA    , MITCHELL DUKE             , Australian   , Attacker  , LW      ,  35,       78,      72,        74,   76,        40,       78,           5
NEW ZEALAND  , MAX CROCOMBE              , New Zealander, Goalkeeper, GK      ,  32,       10,      52,        40,   40,        28,       72,          82
NEW ZEALAND  , TIM PAYNE                 , New Zealander, Defender  , RB      ,  32,       60,      70,        70,   76,        74,       74,           7
NEW ZEALAND  , LIBBY CACACE              , New Zealander, Defender  , LB      ,  25,       66,      74,        76,   82,        74,       72,           7
NEW ZEALAND  , MICHAEL BOXALL            , New Zealander, Defender  , CB      ,  37,       36,      66,        60,   58,        84,       84,           7
NEW ZEALAND  , TYLER BINDON              , New Zealander, Defender  , CB      ,  21,       38,      68,        62,   68,        82,       82,           7
NEW ZEALAND  , JOE BELL                  , New Zealander, Midfielder, CDM     ,  27,       72,      78,        74,   72,        80,       78,           5
NEW ZEALAND  , SARPREET SINGH            , New Zealander, Midfielder, CAM     ,  27,       78,      82,        84,   76,        62,       66,           5
NEW ZEALAND  , MARKO STAMENIC            , New Zealander, Midfielder, CM      ,  24,       74,      80,        76,   74,        76,       78,           5
NEW ZEALAND  , CHRIS WOOD                , New Zealander, Attacker  , ST      ,  35,       84,      70,        72,   68,        42,       86,           5
NEW ZEALAND  , ELIJAH JUST               , New Zealander, Attacker  , RW      ,  25,       78,      74,        80,   84,        38,       66,           5
NEW ZEALAND  , BEN WAIN                  , New Zealander, Attacker  , LW      ,  24,       76,      72,        76,   78,        38,       72,           5
DENMARK      , KASPER SCHMEICHEL         , Danish       , Goalkeeper, GK      ,  39,       10,      58,        42,   40,        30,       76,          86
DENMARK      , RASMUS KRISTENSEN         , Danish       , Defender  , RB      ,  29,       66,      74,        74,   82,        78,       82,           7
DENMARK      , ANDREAS CHRISTENSEN       , Danish       , Defender  , CB      ,  30,       42,      78,        72,   70,        88,       84,           7
DENMARK      , JOACHIM ANDERSEN          , Danish       , Defender  , CB      ,  30,       40,      74,        68,   64,        86,       86,           7
DENMARK      , JOAKIM MAEHLE             , Danish       , Defender  , LB      ,  29,       72,      78,        80,   84,        74,       72,           7
DENMARK      , PIERRE-EMILE HOJBJERG     , Danish       , Midfielder, CDM     ,  31,       74,      82,        78,   72,        84,       84,           5
DENMARK      , CHRISTIAN ERIKSEN         , Danish       , Midfielder, CAM     ,  34,       82,      90,        86,   68,        62,       64,           5
DENMARK      , MORTEN HJULMAND           , Danish       , Midfielder, CM      ,  27,       74,      80,        76,   72,        82,       80,           5
DENMARK      , RASMUS HOJLUND            , Danish       , Attacker  , ST      ,  23,       86,      72,        80,   86,        42,       82,           5
DENMARK      , MOHAMED DARAMY            , Danish       , Attacker  , LW      ,  24,       80,      76,        84,   90,        36,       66,           5
DENMARK      , JONAS WIND                , Danish       , Attacker  , RW      ,  27,       82,      76,        78,   74,        40,       76,           5
SWITZERLAND  , GREGOR KOBEL              , Swiss        , Goalkeeper, GK      ,  29,       10,      60,        44,   42,        30,       78,          90
SWITZERLAND  , SILVAN WIDMER             , Swiss        , Defender  , RB      ,  33,       64,      74,        74,   78,        78,       76,           7
SWITZERLAND  , MANUEL AKANJI             , Swiss        , Defender  , CB      ,  31,       44,      78,        72,   78,        90,       86,           7
SWITZERLAND  , NICO ELVEDI               , Swiss        , Defender  , CB      ,  30,       40,      74,        68,   70,        86,       82,           7
SWITZERLAND  , RICARDO RODRIGUEZ         , Swiss        , Defender  , LB      ,  34,       70,      82,        76,   70,        80,       76,           7
SWITZERLAND  , GRANIT XHAKA              , Swiss        , Midfielder, CM      ,  34,       80,      88,        82,   68,        82,       84,           5
SWITZERLAND  , DENIS ZAKARIA             , Swiss        , Midfielder, CDM     ,  30,       76,      80,        78,   80,        84,       86,           5
SWITZERLAND  , REMO FREULER              , Swiss        , Midfielder, CM      ,  34,       74,      82,        78,   70,        80,       78,           5
SWITZERLAND  , DAN NDoye                 , Swiss        , Attacker  , RW      ,  25,       82,      76,        84,   90,        40,       72,           5
SWITZERLAND  , BREEL EMBOLO              , Swiss        , Attacker  , ST      ,  29,       84,      74,        80,   82,        42,       86,           5
SWITZERLAND  , NOAH OKAFOR               , Swiss        , Attacker  , LW      ,  26,       82,      76,        84,   88,        38,       72,           5
SERBIA       , DJORDE PETROVIC           , Serbian      , Goalkeeper, GK      ,  27,       10,      56,        42,   40,        30,       74,          86
SERBIA       , NIKOLA MILENKOVIC         , Serbian      , Defender  , CB      ,  28,       42,      72,        66,   68,        88,       88,           7
SERBIA       , STRAHINJA PAVLOVIC        , Serbian      , Defender  , CB      ,  25,       40,      70,        66,   72,        88,       86,           7
SERBIA       , ANDRIJA ZIVKOVIC          , Serbian      , Defender  , RB      ,  30,       72,      80,        82,   84,        70,       68,           7
SERBIA       , FILIP MLADENOVIC          , Serbian      , Defender  , LB      ,  35,       66,      76,        76,   78,        74,       74,           7
SERBIA       , NEMANJA MAKSIMOVIC        , Serbian      , Midfielder, CDM     ,  31,       72,      78,        74,   70,        82,       82,           5
SERBIA       , SERGEJ MILINKOVIC-SAVIC   , Serbian      , Midfielder, CM      ,  31,       84,      86,        84,   72,        78,       88,           5
SERBIA       , DUSAN TADIC               , Serbian      , Midfielder, CAM     ,  38,       82,      90,        88,   72,        60,       66,           5
SERBIA       , DUSAN VLAHOVIC            , Serbian      , Attacker  , ST      ,  26,       90,      74,        82,   80,        42,       86,           5
SERBIA       , ALEKSANDAR MITROVIC       , Serbian      , Attacker  , ST      ,  32,       88,      70,        74,   68,        40,       92,           5
SERBIA       , LAZAR SAMARDZIC           , Serbian      , Attacker  , RW      ,  24,       82,      84,        88,   80,        44,       68,           5
POLAND       , LUKASZ SKORUPSKI          , Polish       , Goalkeeper, GK      ,  35,       10,      54,        40,   38,        30,       74,          84
POLAND       , MATTY CASH                , Polish       , Defender  , RB      ,  29,       70,      76,        78,   84,        74,       74,           7
POLAND       , JAKUB KIWIOR              , Polish       , Defender  , CB      ,  26,       42,      72,        66,   72,        86,       84,           7
POLAND       , PAWEL DAWIDOWICZ          , Polish       , Defender  , CB      ,  31,       38,      68,        62,   66,        84,       84,           7
POLAND       , BARTOSZ BERESZYNSKI       , Polish       , Defender  , LB      ,  34,       64,      72,        72,   76,        76,       74,           7
POLAND       , PIOTR ZIELINSKI           , Polish       , Midfielder, CAM     ,  32,       82,      88,        86,   76,        64,       68,           5
POLAND       , JAKUB MODER               , Polish       , Midfielder, CM      ,  27,       76,      80,        78,   74,        76,       78,           5
POLAND       , SEBASTIAN SZYMANSKI       , Polish       , Midfielder, CM      ,  27,       78,      84,        84,   78,        68,       70,           5
POLAND       , ROBERT LEWANDOWSKI        , Polish       , Attacker  , ST      ,  38,       92,      82,        86,   74,        42,       84,           5
POLAND       , KAROL SWIDERSKI           , Polish       , Attacker  , LW      ,  29,       80,      74,        78,   80,        38,       74,           5
POLAND       , NICOLA ZALEWSKI           , Polish       , Attacker  , RW      ,  24,       78,      80,        84,   86,        44,       68,           5
NORWAY       , ORJAN NYLAND              , Norwegian    , Goalkeeper, GK      ,  36,       10,      56,        42,   40,        30,       74,          84
NORWAY       , JULIAN RYERSON            , Norwegian    , Defender  , RB      ,  29,       68,      74,        74,   82,        80,       80,           7
NORWAY       , LEO OSTIGAARD             , Norwegian    , Defender  , CB      ,  26,       38,      68,        62,   70,        88,       88,           7
NORWAY       , KRISTOFFER AJER           , Norwegian    , Defender  , CB      ,  28,       42,      72,        68,   74,        84,       84,           7
NORWAY       , BIRGER MELING             , Norwegian    , Defender  , LB      ,  31,       66,      76,        76,   80,        76,       72,           7
NORWAY       , MARTIN ODEGAARD           , Norwegian    , Midfielder, CAM     ,  28,       84,      92,        90,   80,        64,       68,           5
NORWAY       , SANDER BERGE              , Norwegian    , Midfielder, CDM     ,  28,       72,      78,        74,   70,        82,       84,           5
NORWAY       , PATRICK BERG              , Norwegian    , Midfielder, CM      ,  28,       74,      82,        76,   72,        80,       76,           5
NORWAY       , ERLING HAALAND            , Norwegian    , Attacker  , ST      ,  26,       96,      72,        82,   90,        42,       94,           5
NORWAY       , ALEXANDER SORLOTH         , Norwegian    , Attacker  , LW      ,  31,       86,      72,        76,   78,        40,       90,           5
NORWAY       , OSCAR BOBB                , Norwegian    , Attacker  , RW      ,  23,       80,      82,        88,   88,        38,       66,           5
SWEDEN       , ROBIN OLSEN               , Swedish      , Goalkeeper, GK      ,  36,       10,      54,        40,   38,        30,       72,          84
SWEDEN       , EMIL KRAFTH               , Swedish      , Defender  , RB      ,  32,       62,      70,        70,   74,        78,       78,           7
SWEDEN       , VICTOR LINDELOF           , Swedish      , Defender  , CB      ,  32,       40,      76,        70,   68,        86,       82,           7
SWEDEN       , ISAK HIEN                 , Swedish      , Defender  , CB      ,  27,       38,      70,        64,   72,        88,       86,           7
SWEDEN       , LUDWIG AUGUSTINSSON       , Swedish      , Defender  , LB      ,  32,       64,      76,        74,   74,        76,       74,           7
SWEDEN       , DEJAN KULUSEVSKI          , Swedish      , Midfielder, RM      ,  26,       82,      84,        88,   84,        62,       72,           5
SWEDEN       , JENS CAJUSTE              , Swedish      , Midfielder, CM      ,  27,       74,      78,        78,   76,        78,       80,           5
SWEDEN       , EMIL FORSBERG             , Swedish      , Midfielder, CAM     ,  35,       82,      86,        84,   74,        60,       68,           5
SWEDEN       , ALEXANDER ISAK            , Swedish      , Attacker  , ST      ,  27,       90,      78,        88,   88,        42,       80,           5
SWEDEN       , ANTHONY ELANGA            , Swedish      , Attacker  , LW      ,  24,       80,      74,        82,   92,        38,       68,           5
SWEDEN       , VIKTOR GYOKERES           , Swedish      , Attacker  , RW      ,  28,       90,      74,        82,   86,        40,       90,           5
TURKEY       , MERT GUNOK                , Turkish      , Goalkeeper, GK      ,  37,       10,      52,        40,   38,        30,       74,          84
TURKEY       , ZEKI CELIK                , Turkish      , Defender  , RB      ,  29,       66,      72,        72,   78,        78,       78,           7
TURKEY       , MERIH DEMIRAL             , Turkish      , Defender  , CB      ,  28,       40,      70,        64,   70,        88,       88,           7
TURKEY       , ABDULKERIM BARDAKCI       , Turkish      , Defender  , CB      ,  31,       38,      68,        62,   66,        86,       84,           7
TURKEY       , FERDI KADIOGLU            , Turkish      , Defender  , LB      ,  27,       74,      82,        86,   88,        74,       72,           7
TURKEY       , HAKAN CALHANOGLU          , Turkish      , Midfielder, CM      ,  32,       84,      92,        86,   72,        72,       74,           5
TURKEY       , ISMAIL YUKSEK             , Turkish      , Midfielder, CDM     ,  27,       70,      76,        72,   72,        82,       80,           5
TURKEY       , ARDA GULER                , Turkish      , Midfielder, CAM     ,  21,       84,      88,        90,   82,        58,       62,           5
TURKEY       , KENAN YILDIZ              , Turkish      , Attacker  , LW      ,  21,       84,      80,        88,   86,        40,       72,           5
TURKEY       , BARIŞ ALPER YILMAZ        , Turkish      , Attacker  , RW      ,  26,       82,      74,        80,   90,        42,       80,           5
TURKEY       , SEMİH KILICSOY            , Turkish      , Attacker  , ST      ,  21,       82,      72,        80,   82,        38,       78,           5
AUSTRIA      , PATRICK PENTZ             , Austrian     , Goalkeeper, GK      ,  29,       10,      54,        40,   38,        30,       74,          84
AUSTRIA      , STEFAN POSCH              , Austrian     , Defender  , RB      ,  29,       64,      72,        70,   76,        82,       82,           7
AUSTRIA      , KEVIN DANSO               , Austrian     , Defender  , CB      ,  28,       40,      70,        64,   70,        88,       88,           7
AUSTRIA      , MAXIMILIAN WOBER          , Austrian     , Defender  , CB      ,  28,       40,      72,        66,   68,        84,       84,           7
AUSTRIA      , PHILIPP MWENE             , Austrian     , Defender  , LB      ,  32,       66,      74,        76,   82,        76,       74,           7
AUSTRIA      , KONRAD LAIMER             , Austrian     , Midfielder, CM      ,  29,       76,      80,        78,   84,        84,       84,           5
AUSTRIA      , MARCEL SABITZER           , Austrian     , Midfielder, CAM     ,  32,       84,      86,        82,   76,        70,       74,           5
AUSTRIA      , CHRISTOPH BAUMGARTNER     , Austrian     , Midfielder, AM      ,  27,       82,      82,        84,   80,        68,       72,           5
AUSTRIA      , MARKO ARNAUTOVIC          , Austrian     , Attacker  , ST      ,  37,       86,      76,        80,   72,        40,       84,           5
AUSTRIA      , MICHAEL GREGORITSCH       , Austrian     , Attacker  , LW      ,  32,       82,      74,        76,   72,        42,       84,           5
AUSTRIA      , NICOLAS SEIWALD           , Austrian     , Attacker  , RW      ,  25,       74,      80,        78,   78,        72,       72,           5
UKRAINE      , ANATOLIY TRUBIN           , Ukrainian    , Goalkeeper, GK      ,  25,       10,      56,        42,   40,        30,       76,          88
UKRAINE      , YUKHYM KONOPLYA           , Ukrainian    , Defender  , RB      ,  27,       66,      74,        74,   82,        76,       74,           7
UKRAINE      , ILLYA ZABARNYI            , Ukrainian    , Defender  , CB      ,  24,       40,      72,        66,   74,        88,       86,           7
UKRAINE      , MYKOLA MATVIENKO          , Ukrainian    , Defender  , CB      ,  30,       42,      76,        72,   72,        84,       82,           7
UKRAINE      , VITALIY MYKOLENKO         , Ukrainian    , Defender  , LB      ,  27,       64,      74,        72,   80,        80,       78,           7
UKRAINE      , TARAS STEPANENKO          , Ukrainian    , Midfielder, CDM     ,  37,       70,      78,        72,   66,        84,       84,           5
